År,Region,Effektklass,Solcellsanläggningar, Antal Installerad effekt (MW)
2020,1415 Stenungsund,< 20 kw,323,2.95
2020,1415 Stenungsund,20 kW - 1 000 kW,15,0.47
2020,1415 Stenungsund,> 1 000 kW,0,0
2020,1415 Stenungsund,Totalt,338,3.42
2020,1419 Tjörn,< 20 kw,298,2.79
2020,1419 Tjörn,20 kW - 1 000 kW,31,1.79
2020,1419 Tjörn,> 1 000 kW,0,0
2020,1419 Tjörn,Totalt,329,4.58
2020,1421 Orust,< 20 kw,296,2.72
2020,1421 Orust,20 kW - 1 000 kW,28,2.23
2020,1421 Orust,> 1 000 kW,0,0
2020,1421 Orust,Totalt,324,4.96
2020,1427 Sotenäs,< 20 kw,105,0.87
2020,1427 Sotenäs,20 kW - 1 000 kW,20,0.95
2020,1427 Sotenäs,> 1 000 kW,0,0
2020,1427 Sotenäs,Totalt,125,1.82
2020,1430 Munkedal,< 20 kw,84,0.93
2020,1430 Munkedal,20 kW - 1 000 kW,12,1.06
2020,1430 Munkedal,> 1 000 kW,0,0
2020,1430 Munkedal,Totalt,96,1.99
2020,1435 Tanum,< 20 kw,217,2
2020,1435 Tanum,20 kW - 1 000 kW,30,1.02
2020,1435 Tanum,> 1 000 kW,0,0
2020,1435 Tanum,Totalt,247,3.01
2020,1438 Dals-Ed,< 20 kw,38,0.38
2020,1438 Dals-Ed,20 kW - 1 000 kW,3,0.09
2020,1438 Dals-Ed,> 1 000 kW,0,0
2020,1438 Dals-Ed,Totalt,41,0.47
2020,1439 Färgelanda,< 20 kw,56,0.59
2020,1439 Färgelanda,20 kW - 1 000 kW,3,0.12
2020,1439 Färgelanda,> 1 000 kW,0,0
2020,1439 Färgelanda,Totalt,59,0.72
2020,1440 Ale,< 20 kw,147,1.39
2020,1440 Ale,20 kW - 1 000 kW,16,0.58
2020,1440 Ale,> 1 000 kW,0,0
2020,1440 Ale,Totalt,163,1.97
2020,1441 Lerum,< 20 kw,337,3.09
2020,1441 Lerum,20 kW - 1 000 kW,32,1.64
2020,1441 Lerum,> 1 000 kW,0,0
2020,1441 Lerum,Totalt,369,4.72
2020,1442 Vårgårda,< 20 kw,104,0.98
2020,1442 Vårgårda,20 kW - 1 000 kW,19,0.76
2020,1442 Vårgårda,> 1 000 kW,0,0
2020,1442 Vårgårda,Totalt,123,1.74
2020,1443 Bollebygd,< 20 kw,78,0.86
2020,1443 Bollebygd,20 kW - 1 000 kW,5,0.17
2020,1443 Bollebygd,> 1 000 kW,0,0
2020,1443 Bollebygd,Totalt,83,1.03
2020,1444 Grästorp,< 20 kw,42,0.41
2020,1444 Grästorp,20 kW - 1 000 kW,30,1.34
2020,1444 Grästorp,> 1 000 kW,0,0
2020,1444 Grästorp,Totalt,72,1.75
2020,1445 Essunga,< 20 kw,70,0.7
2020,1445 Essunga,20 kW - 1 000 kW,23,0.74
2020,1445 Essunga,> 1 000 kW,0,0
2020,1445 Essunga,Totalt,93,1.44
2020,1446 Karlsborg,< 20 kw,63,0.57
2020,1446 Karlsborg,20 kW - 1 000 kW,3,0.08
2020,1446 Karlsborg,> 1 000 kW,0,0
2020,1446 Karlsborg,Totalt,66,0.65
2020,1447 Gullspång,< 20 kw,65,0.63
2020,1447 Gullspång,20 kW - 1 000 kW,7,0.59
2020,1447 Gullspång,> 1 000 kW,0,0
2020,1447 Gullspång,Totalt,72,1.22
2020,1452 Tranemo,< 20 kw,117,1.17
2020,1452 Tranemo,20 kW - 1 000 kW,14,0.46
2020,1452 Tranemo,> 1 000 kW,0,0
2020,1452 Tranemo,Totalt,131,1.63
2020,1460 Bengtsfors,< 20 kw,107,0.99
2020,1460 Bengtsfors,20 kW - 1 000 kW,3,0.1
2020,1460 Bengtsfors,> 1 000 kW,0,0
2020,1460 Bengtsfors,Totalt,110,1.09
2020,1461 Mellerud,< 20 kw,115,1.04
2020,1461 Mellerud,20 kW - 1 000 kW,15,0.7
2020,1461 Mellerud,> 1 000 kW,0,0
2020,1461 Mellerud,Totalt,130,1.74
2020,1462 Lilla Edet,< 20 kw,85,0.79
2020,1462 Lilla Edet,20 kW - 1 000 kW,10,0.49
2020,1462 Lilla Edet,> 1 000 kW,0,0
2020,1462 Lilla Edet,Totalt,95,1.27
2020,1463 Mark,< 20 kw,281,2.88
2020,1463 Mark,20 kW - 1 000 kW,35,2.15
2020,1463 Mark,> 1 000 kW,0,0
2020,1463 Mark,Totalt,316,5.03
2020,1465 Svenljunga,< 20 kw,90,0.93
2020,1465 Svenljunga,20 kW - 1 000 kW,8,0.55
2020,1465 Svenljunga,> 1 000 kW,0,0
2020,1465 Svenljunga,Totalt,98,1.48
2020,1466 Herrljunga,< 20 kw,122,1.27
2020,1466 Herrljunga,20 kW - 1 000 kW,25,1.45
2020,1466 Herrljunga,> 1 000 kW,0,0
2020,1466 Herrljunga,Totalt,147,2.72
2020,1470 Vara,< 20 kw,157,1.72
2020,1470 Vara,20 kW - 1 000 kW,36,1.81
2020,1470 Vara,> 1 000 kW,0,0
2020,1470 Vara,Totalt,193,3.53
2020,1471 Götene,< 20 kw,131,1.21
2020,1471 Götene,20 kW - 1 000 kW,28,2.08
2020,1471 Götene,> 1 000 kW,0,0
2020,1471 Götene,Totalt,159,3.29
2020,1472 Tibro,< 20 kw,81,0.84
2020,1472 Tibro,20 kW - 1 000 kW,8,0.44
2020,1472 Tibro,> 1 000 kW,0,0
2020,1472 Tibro,Totalt,89,1.28
2020,1473 Töreboda,< 20 kw,68,0.76
2020,1473 Töreboda,20 kW - 1 000 kW,19,0.69
2020,1473 Töreboda,> 1 000 kW,0,0
2020,1473 Töreboda,Totalt,87,1.46
2020,1480 Göteborg,< 20 kw,1424,13.68
2020,1480 Göteborg,20 kW - 1 000 kW,286,18.15
2020,1480 Göteborg,> 1 000 kW,2,8
2020,1480 Göteborg,Totalt,1712,39.83
2020,1481 Mölndal,< 20 kw,369,3.62
2020,1481 Mölndal,20 kW - 1 000 kW,50,2.28
2020,1481 Mölndal,> 1 000 kW,1,1.37
2020,1481 Mölndal,Totalt,420,7.27
2020,1482 Kungälv,< 20 kw,330,3.29
2020,1482 Kungälv,20 kW - 1 000 kW,42,1.83
2020,1482 Kungälv,> 1 000 kW,0,0
2020,1482 Kungälv,Totalt,372,5.12
2020,1484 Lysekil,< 20 kw,123,1.08
2020,1484 Lysekil,20 kW - 1 000 kW,12,1.19
2020,1484 Lysekil,> 1 000 kW,0,0
2020,1484 Lysekil,Totalt,135,2.26
2020,1485 Uddevalla,< 20 kw,416,4.32
2020,1485 Uddevalla,20 kW - 1 000 kW,31,1.42
2020,1485 Uddevalla,> 1 000 kW,0,0
2020,1485 Uddevalla,Totalt,447,5.74
2020,1486 Strömstad,< 20 kw,121,1.03
2020,1486 Strömstad,20 kW - 1 000 kW,12,0.5
2020,1486 Strömstad,> 1 000 kW,0,0
2020,1486 Strömstad,Totalt,133,1.53
2020,1487 Vänersborg,< 20 kw,202,1.88
2020,1487 Vänersborg,20 kW - 1 000 kW,21,1.04
2020,1487 Vänersborg,> 1 000 kW,0,0
2020,1487 Vänersborg,Totalt,223,2.92
2020,1488 Trollhättan,< 20 kw,243,2.4
2020,1488 Trollhättan,20 kW - 1 000 kW,47,2.11
2020,1488 Trollhättan,> 1 000 kW,0,0
2020,1488 Trollhättan,Totalt,290,4.51
2020,1489 Alingsås,< 20 kw,256,2.49
2020,1489 Alingsås,20 kW - 1 000 kW,33,1.93
2020,1489 Alingsås,> 1 000 kW,0,0
2020,1489 Alingsås,Totalt,289,4.42
2020,1490 Borås,< 20 kw,468,4.75
2020,1490 Borås,20 kW - 1 000 kW,73,4.26
2020,1490 Borås,> 1 000 kW,0,0
2020,1490 Borås,Totalt,541,9.01
2020,1491 Ulricehamn,< 20 kw,211,2.08
2020,1491 Ulricehamn,20 kW - 1 000 kW,38,1.71
2020,1491 Ulricehamn,> 1 000 kW,0,0
2020,1491 Ulricehamn,Totalt,249,3.79
2020,1492 Åmål,< 20 kw,55,0.54
2020,1492 Åmål,20 kW - 1 000 kW,10,0.93
2020,1492 Åmål,> 1 000 kW,0,0
2020,1492 Åmål,Totalt,65,1.48
2020,1493 Mariestad,< 20 kw,193,1.93
2020,1493 Mariestad,20 kW - 1 000 kW,26,1.2
2020,1493 Mariestad,> 1 000 kW,0,0
2020,1493 Mariestad,Totalt,219,3.13
2020,1494 Lidköping,< 20 kw,325,3.26
2020,1494 Lidköping,20 kW - 1 000 kW,70,3.42
2020,1494 Lidköping,> 1 000 kW,1,1.2
2020,1494 Lidköping,Totalt,396,7.88
2020,1495 Skara,< 20 kw,120,1.24
2020,1495 Skara,20 kW - 1 000 kW,19,2.35
2020,1495 Skara,> 1 000 kW,0,0
2020,1495 Skara,Totalt,139,3.59
2020,1496 Skövde,< 20 kw,364,3.7
2020,1496 Skövde,20 kW - 1 000 kW,63,3.68
2020,1496 Skövde,> 1 000 kW,1,1.47
2020,1496 Skövde,Totalt,428,8.85
2020,1497 Hjo,< 20 kw,64,0.67
2020,1497 Hjo,20 kW - 1 000 kW,11,0.78
2020,1497 Hjo,> 1 000 kW,0,0
2020,1497 Hjo,Totalt,75,1.45
2020,1498 Tidaholm,< 20 kw,81,0.68
2020,1498 Tidaholm,20 kW - 1 000 kW,13,0.48
2020,1498 Tidaholm,> 1 000 kW,0,0
2020,1498 Tidaholm,Totalt,94,1.16
2020,1499 Falköping,< 20 kw,283,2.76
2020,1499 Falköping,20 kW - 1 000 kW,42,1.91
2020,1499 Falköping,> 1 000 kW,0,0
2020,1499 Falköping,Totalt,325,4.67
2020,1715 Kil,< 20 kw,108,1.06
2020,1715 Kil,20 kW - 1 000 kW,7,0.25
2020,1715 Kil,> 1 000 kW,0,0
2020,1715 Kil,Totalt,115,1.32
2020,1730 Eda,< 20 kw,25,0.22
2020,1730 Eda,20 kW - 1 000 kW,2,0.06
2020,1730 Eda,> 1 000 kW,0,0
2020,1730 Eda,Totalt,27,0.28
2020,1737 Torsby,< 20 kw,76,0.73
2020,1737 Torsby,20 kW - 1 000 kW,10,0.47
2020,1737 Torsby,> 1 000 kW,0,0
2020,1737 Torsby,Totalt,86,1.19
2020,1760 Storfors,< 20 kw,30,0.25
2020,1760 Storfors,20 kW - 1 000 kW,4,0.11
2020,1760 Storfors,> 1 000 kW,0,0
2020,1760 Storfors,Totalt,34,0.37
2020,1761 Hammarö,< 20 kw,134,1.26
2020,1761 Hammarö,20 kW - 1 000 kW,5,0.15
2020,1761 Hammarö,> 1 000 kW,0,0
2020,1761 Hammarö,Totalt,139,1.41
2020,1762 Munkfors,< 20 kw,14,0.15
2020,1762 Munkfors,20 kW - 1 000 kW,1,0.02
2020,1762 Munkfors,> 1 000 kW,0,0
2020,1762 Munkfors,Totalt,15,0.17
2020,1763 Forshaga,< 20 kw,71,0.68
2020,1763 Forshaga,20 kW - 1 000 kW,4,0.14
2020,1763 Forshaga,> 1 000 kW,0,0
2020,1763 Forshaga,Totalt,76,1.26
2020,1764 Grums,< 20 kw,65,0.66
2020,1764 Grums,20 kW - 1 000 kW,6,1.12
2020,1764 Grums,> 1 000 kW,0,0
2020,1764 Grums,Totalt,71,1.78
2020,1765 Årjäng,< 20 kw,127,1.07
2020,1765 Årjäng,20 kW - 1 000 kW,13,0.53
2020,1765 Årjäng,> 1 000 kW,0,0
2020,1765 Årjäng,Totalt,140,1.61
2020,1766 Sunne,< 20 kw,164,1.47
2020,1766 Sunne,20 kW - 1 000 kW,18,0.7
2020,1766 Sunne,> 1 000 kW,0,0
2020,1766 Sunne,Totalt,182,2.17
2020,1780 Karlstad,< 20 kw,428,3.91
2020,1780 Karlstad,20 kW - 1 000 kW,79,3.65
2020,1780 Karlstad,> 1 000 kW,0,0
2020,1780 Karlstad,Totalt,507,7.56
2020,1781 Kristinehamn,< 20 kw,131,1.27
2020,1781 Kristinehamn,20 kW - 1 000 kW,37,2.18
2020,1781 Kristinehamn,> 1 000 kW,0,0
2020,1781 Kristinehamn,Totalt,168,3.45
2020,1782 Filipstad,< 20 kw,48,0.41
2020,1782 Filipstad,20 kW - 1 000 kW,0,0
2020,1782 Filipstad,> 1 000 kW,0,0
2020,1782 Filipstad,Totalt,48,0.41
2020,1783 Hagfors,< 20 kw,86,0.85
2020,1783 Hagfors,20 kW - 1 000 kW,4,0.14
2020,1783 Hagfors,> 1 000 kW,0,0
2020,1783 Hagfors,Totalt,90,0.99
2020,1784 Arvika,< 20 kw,156,1.55
2020,1784 Arvika,20 kW - 1 000 kW,18,1.79
2020,1784 Arvika,> 1 000 kW,0,0
2020,1784 Arvika,Totalt,174,3.35
2020,1785 Säffle,< 20 kw,105,1.01
2020,1785 Säffle,20 kW - 1 000 kW,12,0.46
2020,1785 Säffle,> 1 000 kW,0,0
2020,1785 Säffle,Totalt,117,1.47
2020,1814 Lekeberg,< 20 kw,108,1.06
2020,1814 Lekeberg,20 kW - 1 000 kW,12,0.46
2020,1814 Lekeberg,> 1 000 kW,0,0
2020,1814 Lekeberg,Totalt,120,1.52
2020,1860 Laxå,< 20 kw,60,0.58
2020,1860 Laxå,20 kW - 1 000 kW,11,0.43
2020,1860 Laxå,> 1 000 kW,0,0
2020,1860 Laxå,Totalt,71,1
2020,1861 Hallsberg,< 20 kw,110,1.12
2020,1861 Hallsberg,20 kW - 1 000 kW,17,0.53
2020,1861 Hallsberg,> 1 000 kW,0,0
2020,1861 Hallsberg,Totalt,127,1.66
2020,1862 Degerfors,< 20 kw,86,0.75
2020,1862 Degerfors,20 kW - 1 000 kW,8,0.25
2020,1862 Degerfors,> 1 000 kW,0,0
2020,1862 Degerfors,Totalt,94,1
2020,1863 Hällefors,< 20 kw,34,0.28
2020,1863 Hällefors,20 kW - 1 000 kW,4,0.11
2020,1863 Hällefors,> 1 000 kW,0,0
2020,1863 Hällefors,Totalt,38,0.38
2020,1864 Ljusnarsberg,< 20 kw,13,0.1
2020,1864 Ljusnarsberg,20 kW - 1 000 kW,3,0.1
2020,1864 Ljusnarsberg,> 1 000 kW,0,0
2020,1864 Ljusnarsberg,Totalt,16,0.2
2020,1880 Örebro,< 20 kw,698,6.67
2020,1880 Örebro,20 kW - 1 000 kW,124,7.99
2020,1880 Örebro,> 1 000 kW,0,0
2020,1880 Örebro,Totalt,822,14.66
2020,1881 Kumla,< 20 kw,161,1.7
2020,1881 Kumla,20 kW - 1 000 kW,16,0.67
2020,1881 Kumla,> 1 000 kW,0,0
2020,1881 Kumla,Totalt,177,2.36
2020,1882 Askersund,< 20 kw,117,1.21
2020,1882 Askersund,20 kW - 1 000 kW,30,1.27
2020,1882 Askersund,> 1 000 kW,0,0
2020,1882 Askersund,Totalt,147,2.48
2020,1883 Karlskoga,< 20 kw,134,1.17
2020,1883 Karlskoga,20 kW - 1 000 kW,17,0.75
2020,1883 Karlskoga,> 1 000 kW,0,0
2020,1883 Karlskoga,Totalt,151,1.92
2020,1884 Nora,< 20 kw,92,0.87
2020,1884 Nora,20 kW - 1 000 kW,10,0.34
2020,1884 Nora,> 1 000 kW,0,0
2020,1884 Nora,Totalt,102,1.21
2020,1885 Lindesberg,< 20 kw,130,1.18
2020,1885 Lindesberg,20 kW - 1 000 kW,32,1.83
2020,1885 Lindesberg,> 1 000 kW,0,0
2020,1885 Lindesberg,Totalt,162,3.01
2020,1904 Skinnskatteberg,< 20 kw,56,0.55
2020,1904 Skinnskatteberg,20 kW - 1 000 kW,3,0.09
2020,1904 Skinnskatteberg,> 1 000 kW,0,0
2020,1904 Skinnskatteberg,Totalt,59,0.64
2020,1907 Surahammar,< 20 kw,64,0.62
2020,1907 Surahammar,20 kW - 1 000 kW,3,0.09
2020,1907 Surahammar,> 1 000 kW,0,0
2020,1907 Surahammar,Totalt,67,0.7
2020,1960 Kungsör,< 20 kw,51,0.46
2020,1960 Kungsör,20 kW - 1 000 kW,7,0.29
2020,1960 Kungsör,> 1 000 kW,0,0
2020,1960 Kungsör,Totalt,58,0.74
2020,1961 Hallstahammar,< 20 kw,97,0.99
2020,1961 Hallstahammar,20 kW - 1 000 kW,24,1.51
2020,1961 Hallstahammar,> 1 000 kW,0,0
2020,1961 Hallstahammar,Totalt,121,2.5
2020,1962 Norberg,< 20 kw,42,0.4
2020,1962 Norberg,20 kW - 1 000 kW,3,0.14
2020,1962 Norberg,> 1 000 kW,0,0
2020,1962 Norberg,Totalt,45,0.54
2020,1980 Västerås,< 20 kw,738,6.56
2020,1980 Västerås,20 kW - 1 000 kW,206,12.93
2020,1980 Västerås,> 1 000 kW,1,1
2020,1980 Västerås,Totalt,945,20.49
2020,1981 Sala,< 20 kw,264,2.64
2020,1981 Sala,20 kW - 1 000 kW,41,1.92
2020,1981 Sala,> 1 000 kW,0,0
2020,1981 Sala,Totalt,305,4.56
2020,1982 Fagersta,< 20 kw,57,0.56
2020,1982 Fagersta,20 kW - 1 000 kW,6,0.32
2020,1982 Fagersta,> 1 000 kW,0,0
2020,1982 Fagersta,Totalt,63,0.88
2020,1983 Köping,< 20 kw,170,1.64
2020,1983 Köping,20 kW - 1 000 kW,58,2.61
2020,1983 Köping,> 1 000 kW,0,0
2020,1983 Köping,Totalt,228,4.25
2020,1984 Arboga,< 20 kw,114,1.03
2020,1984 Arboga,20 kW - 1 000 kW,32,1.66
2020,1984 Arboga,> 1 000 kW,0,0
2020,1984 Arboga,Totalt,146,2.69
2020,2021 Vansbro,< 20 kw,28,0.29
2020,2021 Vansbro,20 kW - 1 000 kW,13,0.78
2020,2021 Vansbro,> 1 000 kW,0,0
2020,2021 Vansbro,Totalt,41,1.07
2020,2023 Malung-Sälen,< 20 kw,30,0.24
2020,2023 Malung-Sälen,20 kW - 1 000 kW,1,0.03
2020,2023 Malung-Sälen,> 1 000 kW,0,0
2020,2023 Malung-Sälen,Totalt,31,0.26
2020,2026 Gagnef,< 20 kw,80,0.67
2020,2026 Gagnef,20 kW - 1 000 kW,6,0.2
2020,2026 Gagnef,> 1 000 kW,0,0
2020,2026 Gagnef,Totalt,86,0.86
2020,2029 Leksand,< 20 kw,115,0.92
2020,2029 Leksand,20 kW - 1 000 kW,8,0.29
2020,2029 Leksand,> 1 000 kW,0,0
2020,2029 Leksand,Totalt,123,1.21
2020,2031 Rättvik,< 20 kw,84,0.78
2020,2031 Rättvik,20 kW - 1 000 kW,3,0.09
2020,2031 Rättvik,> 1 000 kW,0,0
2020,2031 Rättvik,Totalt,87,0.87
2020,2034 Orsa,< 20 kw,83,0.79
2020,2034 Orsa,20 kW - 1 000 kW,1,0.03
2020,2034 Orsa,> 1 000 kW,0,0
2020,2034 Orsa,Totalt,84,0.81
2020,2039 Älvdalen,< 20 kw,43,0.41
2020,2039 Älvdalen,20 kW - 1 000 kW,4,0.12
2020,2039 Älvdalen,> 1 000 kW,0,0
2020,2039 Älvdalen,Totalt,47,0.53
2020,2061 Smedjebacken,< 20 kw,70,0.7
2020,2061 Smedjebacken,20 kW - 1 000 kW,8,0.22
2020,2061 Smedjebacken,> 1 000 kW,0,0
2020,2061 Smedjebacken,Totalt,78,0.93
2020,2062 Mora,< 20 kw,116,1.14
2020,2062 Mora,20 kW - 1 000 kW,15,0.58
2020,2062 Mora,> 1 000 kW,0,0
2020,2062 Mora,Totalt,131,1.71
2020,2080 Falun,< 20 kw,371,3.52
2020,2080 Falun,20 kW - 1 000 kW,36,1.81
2020,2080 Falun,> 1 000 kW,0,0
2020,2080 Falun,Totalt,407,5.33
2020,2081 Borlänge,< 20 kw,219,1.93
2020,2081 Borlänge,20 kW - 1 000 kW,27,1.21
2020,2081 Borlänge,> 1 000 kW,0,0
2020,2081 Borlänge,Totalt,246,3.13
2020,2082 Säter,< 20 kw,50,0.51
2020,2082 Säter,20 kW - 1 000 kW,9,0.45
2020,2082 Säter,> 1 000 kW,0,0
2020,2082 Säter,Totalt,59,0.96
2020,2083 Hedemora,< 20 kw,84,0.83
2020,2083 Hedemora,20 kW - 1 000 kW,15,0.43
2020,2083 Hedemora,> 1 000 kW,0,0
2020,2083 Hedemora,Totalt,99,1.26
2020,2084 Avesta,< 20 kw,195,1.84
2020,2084 Avesta,20 kW - 1 000 kW,18,0.75
2020,2084 Avesta,> 1 000 kW,0,0
2020,2084 Avesta,Totalt,213,2.59
2020,2085 Ludvika,< 20 kw,115,1.12
2020,2085 Ludvika,20 kW - 1 000 kW,16,0.92
2020,2085 Ludvika,> 1 000 kW,0,0
2020,2085 Ludvika,Totalt,131,2.03
2020,2101 Ockelbo,< 20 kw,42,0.4
2020,2101 Ockelbo,20 kW - 1 000 kW,1,0.03
2020,2101 Ockelbo,> 1 000 kW,0,0
2020,2101 Ockelbo,Totalt,43,0.42
2020,2104 Hofors,< 20 kw,47,0.47
2020,2104 Hofors,20 kW - 1 000 kW,2,0.06
2020,2104 Hofors,> 1 000 kW,0,0
2020,2104 Hofors,Totalt,49,0.53
2020,2121 Ovanåker,< 20 kw,85,0.84
2020,2121 Ovanåker,20 kW - 1 000 kW,20,0.88
2020,2121 Ovanåker,> 1 000 kW,0,0
2020,2121 Ovanåker,Totalt,105,1.72
2020,2132 Nordanstig,< 20 kw,94,0.96
2020,2132 Nordanstig,20 kW - 1 000 kW,17,0.68
2020,2132 Nordanstig,> 1 000 kW,0,0
2020,2132 Nordanstig,Totalt,111,1.65
2020,2161 Ljusdal,< 20 kw,107,1.02
2020,2161 Ljusdal,20 kW - 1 000 kW,11,0.37
2020,2161 Ljusdal,> 1 000 kW,0,0
2020,2161 Ljusdal,Totalt,118,1.4
2020,2180 Gävle,< 20 kw,247,2.25
2020,2180 Gävle,20 kW - 1 000 kW,40,2.03
2020,2180 Gävle,> 1 000 kW,0,0
2020,2180 Gävle,Totalt,287,4.28
2020,2181 Sandviken,< 20 kw,171,1.64
2020,2181 Sandviken,20 kW - 1 000 kW,8,0.25
2020,2181 Sandviken,> 1 000 kW,0,0
2020,2181 Sandviken,Totalt,179,1.89
2020,2182 Söderhamn,< 20 kw,100,0.95
2020,2182 Söderhamn,20 kW - 1 000 kW,7,0.18
2020,2182 Söderhamn,> 1 000 kW,0,0
2020,2182 Söderhamn,Totalt,107,1.14
2020,2183 Bollnäs,< 20 kw,103,1.02
2020,2183 Bollnäs,20 kW - 1 000 kW,12,0.54
2020,2183 Bollnäs,> 1 000 kW,0,0
2020,2183 Bollnäs,Totalt,115,1.56
2020,2184 Hudiksvall,< 20 kw,286,2.64
2020,2184 Hudiksvall,20 kW - 1 000 kW,37,3.43
2020,2184 Hudiksvall,> 1 000 kW,0,0
2020,2184 Hudiksvall,Totalt,323,6.07
2020,2260 Ånge,< 20 kw,34,0.31
2020,2260 Ånge,20 kW - 1 000 kW,3,0.13
2020,2260 Ånge,> 1 000 kW,0,0
2020,2260 Ånge,Totalt,37,0.45
2020,2262 Timrå,< 20 kw,85,0.82
2020,2262 Timrå,20 kW - 1 000 kW,4,0.24
2020,2262 Timrå,> 1 000 kW,0,0
2020,2262 Timrå,Totalt,89,1.06
2020,2280 Härnösand,< 20 kw,82,0.78
2020,2280 Härnösand,20 kW - 1 000 kW,21,0.76
2020,2280 Härnösand,> 1 000 kW,0,0
2020,2280 Härnösand,Totalt,103,1.54
2020,2281 Sundsvall,< 20 kw,260,2.46
2020,2281 Sundsvall,20 kW - 1 000 kW,46,2.78
2020,2281 Sundsvall,> 1 000 kW,0,0
2020,2281 Sundsvall,Totalt,306,5.24
2020,2282 Kramfors,< 20 kw,78,0.73
2020,2282 Kramfors,20 kW - 1 000 kW,10,0.29
2020,2282 Kramfors,> 1 000 kW,0,0
2020,2282 Kramfors,Totalt,88,1.02
2020,2283 Sollefteå,< 20 kw,76,0.72
2020,2283 Sollefteå,20 kW - 1 000 kW,8,0.49
2020,2283 Sollefteå,> 1 000 kW,0,0
2020,2283 Sollefteå,Totalt,84,1.21
2020,2284 Örnsköldsvik,< 20 kw,292,2.99
2020,2284 Örnsköldsvik,20 kW - 1 000 kW,30,2.61
2020,2284 Örnsköldsvik,> 1 000 kW,0,0
2020,2284 Örnsköldsvik,Totalt,322,5.6
2020,2303 Ragunda,< 20 kw,24,0.22
2020,2303 Ragunda,20 kW - 1 000 kW,4,0.11
2020,2303 Ragunda,> 1 000 kW,0,0
2020,2303 Ragunda,Totalt,28,0.33
2020,2305 Bräcke,< 20 kw,57,0.54
2020,2305 Bräcke,20 kW - 1 000 kW,8,0.19
2020,2305 Bräcke,> 1 000 kW,0,0
2020,2305 Bräcke,Totalt,65,0.74
2020,2309 Krokom,< 20 kw,144,1.55
2020,2309 Krokom,20 kW - 1 000 kW,65,2.17
2020,2309 Krokom,> 1 000 kW,0,0
2020,2309 Krokom,Totalt,209,3.72
2020,2313 Strömsund,< 20 kw,40,0.39
2020,2313 Strömsund,20 kW - 1 000 kW,10,0.24
2020,2313 Strömsund,> 1 000 kW,0,0
2020,2313 Strömsund,Totalt,50,0.63
2020,2321 Åre,< 20 kw,113,1.06
2020,2321 Åre,20 kW - 1 000 kW,34,1.31
2020,2321 Åre,> 1 000 kW,0,0
2020,2321 Åre,Totalt,147,2.37
2020,2326 Berg,< 20 kw,86,0.84
2020,2326 Berg,20 kW - 1 000 kW,30,0.75
2020,2326 Berg,> 1 000 kW,0,0
2020,2326 Berg,Totalt,116,1.58
2020,2361 Härjedalen,< 20 kw,107,1.06
2020,2361 Härjedalen,20 kW - 1 000 kW,18,0.56
2020,2361 Härjedalen,> 1 000 kW,0,0
2020,2361 Härjedalen,Totalt,125,1.62
2020,2380 Östersund,< 20 kw,357,3.54
2020,2380 Östersund,20 kW - 1 000 kW,100,6.58
2020,2380 Östersund,> 1 000 kW,0,0
2020,2380 Östersund,Totalt,457,10.12
2020,2401 Nordmaling,< 20 kw,53,0.55
2020,2401 Nordmaling,20 kW - 1 000 kW,2,0.05
2020,2401 Nordmaling,> 1 000 kW,0,0
2020,2401 Nordmaling,Totalt,55,0.6
2020,2403 Bjurholm,< 20 kw,20,0.18
2020,2403 Bjurholm,20 kW - 1 000 kW,2,0.05
2020,2403 Bjurholm,> 1 000 kW,0,0
2020,2403 Bjurholm,Totalt,22,0.23
2020,2404 Vindeln,< 20 kw,12,0.12
2020,2404 Vindeln,20 kW - 1 000 kW,1,0.02
2020,2404 Vindeln,> 1 000 kW,0,0
2020,2404 Vindeln,Totalt,13,0.15
2020,2409 Robertsfors,< 20 kw,22,0.24
2020,2409 Robertsfors,20 kW - 1 000 kW,1,0.02
2020,2409 Robertsfors,> 1 000 kW,0,0
2020,2409 Robertsfors,Totalt,23,0.26
2020,2417 Norsjö,< 20 kw,5,0.05
2020,2417 Norsjö,20 kW - 1 000 kW,0,0
2020,2417 Norsjö,> 1 000 kW,0,0
2020,2417 Norsjö,Totalt,5,0.05
2020,2418 Malå,< 20 kw,6,0.05
2020,2418 Malå,20 kW - 1 000 kW,0,0
2020,2418 Malå,> 1 000 kW,0,0
2020,2418 Malå,Totalt,6,0.05
2020,2421 Storuman,< 20 kw,10,0.1
2020,2421 Storuman,20 kW - 1 000 kW,0,0
2020,2421 Storuman,> 1 000 kW,0,0
2020,2421 Storuman,Totalt,10,0.1
2020,2422 Sorsele,< 20 kw,5,0.04
2020,2422 Sorsele,20 kW - 1 000 kW,0,0
2020,2422 Sorsele,> 1 000 kW,0,0
2020,2422 Sorsele,Totalt,5,0.04
2020,2425 Dorotea,< 20 kw,1,0.01
2020,2425 Dorotea,20 kW - 1 000 kW,0,0
2020,2425 Dorotea,> 1 000 kW,0,0
2020,2425 Dorotea,Totalt,1,0.01
2020,2460 Vännäs,< 20 kw,58,0.66
2020,2460 Vännäs,20 kW - 1 000 kW,11,0.53
2020,2460 Vännäs,> 1 000 kW,0,0
2020,2460 Vännäs,Totalt,69,1.19
2020,2462 Vilhelmina,< 20 kw,14,0.12
2020,2462 Vilhelmina,20 kW - 1 000 kW,0,0
